PAPEL	COTAÇÃO	P/L	P/VP	PSR	DIV.YIELD	P/ATIVO	P/CAP.GIRO	P/EBIT	P/ATIV CIRC.LIQ	EV/EBIT	EV/EBITDA	MRG EBIT	MRG. LÍQ.	LIQ. CORR.	ROIC	ROE	LIQ.2MESES	PATRIM. LÍQ	DÍV.LÍQ/ PATRIM.	CRESC. REC.5A	DÍVIDA LÍQUIDA/EBITDA	VALOR DE MERCADO
PTPA4	80,00	3,86	1,19	0,528	0,00%	0,392	2,38	3,79	-1,33	7,23	5,45	13,93%	13,69%	1,79	13,27%	30,85%	0	1.201.690.000	1,59	18,08%	2,59	1.430.960.000
CAML3	3,90	3,92	0,38	0,114	7,52%	0,115	0,38	2,01	-1,11	8,43	6,07	5,69%	2,92%	2,04	7,67%	9,80%	8.169.290	3.553.010.000	1,74	13,76%	4,62	1.365.000.000
PINE4	4,45	3,96	0,83	0,000	10,73%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	21,04%	632.703	1.227.210.000	0,00	44,80%	""	1.022.580.000
HETA4	5,70	4,02	-0,01	0,706	0,00%	0,247	-0,75	0,77	-0,01	87,26	87,26	91,14%	17,56%	0,23	31,93%	-0,21%	156	-350.829.000	-0,93	25,81%	86,48	2.907.000
PINE3	4,52	4,02	0,85	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	21,04%	21.401	1.227.210.000	0,00	44,80%	""	1.038.670.000
VINE3	17,20	4,04	0,65	0,577	0,00%	0,340	1,38	4,52	7,60	7,40	5,54	12,76%	14,42%	1,91	8,62%	16,14%	0	1.118.520.000	0,60	2,21%	2,16	729.091.000
CMIG4	10,09	4,06	1,05	0,725	10,28%	0,483	-15,09	4,03	-1,44	5,43	4,56	17,98%	17,88%	0,86	13,14%	26,00%	148.721.000	27.377.800.000	0,45	10,56%	1,17	28.875.400.000
CLSC3	75,99	4,09	0,80	0,275	4,99%	0,225	3,45	2,81	-0,54	5,85	4,39	9,80%	6,72%	1,28	9,47%	19,50%	4.008	3.671.280.000	1,14	2,88%	2,29	2.931.090.000
CSRN3	13,60	4,10	1,46	0,595	17,29%	0,382	5,43	2,33	-0,74	4,93	4,16	25,55%	14,49%	1,47	18,49%	35,68%	0	1.561.000.000	1,86	6,59%	2,19	2.285.810.000
DAYC4	8,90	4,12	0,71	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	17,33%	0	3.009.030.000	0,00	8,15%	""	2.149.030.000
VINE5	17,64	4,14	0,67	0,592	0,00%	0,349	1,41	4,64	7,80	7,52	5,63	12,76%	14,42%	1,91	8,62%	16,14%	0	1.118.520.000	0,60	2,21%	2,16	747.742.000
REDE4	2,90	4,15	1,42	0,342	0,00%	0,204	2,61	1,67	-0,40	5,01	4,04	20,47%	11,23%	1,38	14,51%	34,30%	0	4.303.730.000	3,66	9,98%	2,70	6.119.940.000
LIGH3	16,66	4,17	1,22	0,484	0,00%	0,317	7,15	7,44	-0,62	12,11	6,47	6,50%	11,61%	1,24	5,17%	29,32%	0	5.359.140.000	1,05	2,44%	2,49	6.544.870.000
COCE5	24,90	4,17	0,38	0,230	3,97%	0,135	-0,75	1,43	-0,31	5,27	3,58	16,10%	5,51%	0,54	10,52%	9,05%	373.226	5.139.620.000	1,06	8,21%	2,61	1.938.590.000
ISAE4	22,22	4,18	0,74	1,838	10,62%	0,338	3,13	3,24	-0,96	5,42	5,37	56,81%	44,60%	2,43	11,39%	17,75%	60.910.600	19.714.600.000	0,67	17,96%	2,16	14.640.400.000
BNBR3	99,45	4,19	0,70	0,000	5,75%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	16,79%	15.053	13.951.300.000	0,00	14,11%	""	9.815.710.000
COCE3	25,10	4,20	0,38	0,231	3,70%	0,136	-0,75	1,44	-0,32	5,29	3,58	16,10%	5,51%	0,54	10,52%	9,05%	768	5.139.620.000	1,06	8,21%	2,61	1.954.160.000
FRAS4	5,79	4,25	0,70	0,394	0,00%	0,321	0,99	2,57	3,40	2,98	2,37	15,34%	9,45%	2,05	17,93%	16,57%	0	2.218.850.000	0,50	22,15%	0,33	1.563.390.000
RANI4	5,50	4,33	0,97	0,811	0,00%	0,364	1,79	3,64	-1,29	6,62	4,30	22,30%	18,71%	2,49	12,62%	22,28%	0	1.366.540.000	1,23	9,51%	1,94	1.319.060.000
ENGI4	7,19	4,34	0,95	0,488	8,07%	0,213	4,90	2,52	-0,44	6,59	5,13	19,37%	13,75%	1,23	9,89%	21,93%	173.174	17.279.500.000	2,03	11,34%	3,17	16.461.000.000
CLSC4	81,09	4,37	0,85	0,293	5,14%	0,240	3,69	2,99	-0,57	6,04	4,53	9,80%	6,72%	1,28	9,47%	19,50%	206.167	3.671.280.000	1,14	2,88%	2,29	3.127.800.000
BAZA3	89,00	4,41	0,76	0,000	7,42%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	17,33%	212.022	6.531.090.000	0,00	13,86%	""	4.989.160.000
HBOR3	1,88	4,45	0,17	0,198	4,84%	0,038	0,25	1,19	-0,24	8,35	7,29	16,61%	12,83%	1,52	3,43%	3,89%	861.358	1.452.150.000	1,37	8,64%	6,25	251.640.000
ECOR3	5,79	4,46	1,18	0,408	3,36%	0,138	-1,73	1,13	-0,19	5,68	4,45	36,05%	9,25%	0,67	14,23%	26,38%	23.347.600	3.427.360.000	5,85	27,76%	3,56	4.031.770.000
ALLD3	6,90	4,48	0,41	0,118	34,03%	0,187	0,59	4,95	1,16	5,54	3,95	2,38%	2,64%	1,83	6,81%	9,16%	291.899	1.588.990.000	0,32	3,38%	0,42	651.457.000
CSRN5	15,10	4,56	1,63	0,660	17,13%	0,425	6,03	2,58	-0,82	5,18	4,37	25,55%	14,49%	1,47	18,49%	35,68%	0	1.561.000.000	1,86	6,59%	2,19	2.537.920.000
BMEB3	32,80	4,57	1,65	0,000	6,17%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	36,02%	5.098	2.088.310.000	0,00	23,46%	""	3.438.490.000
BBAS3	28,33	4,60	0,90	0,000	9,23%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	19,49%	605.069.000	180.879.000.000	0,00	25,55%	""	162.355.000.000
COGN3	2,16	4,61	0,33	0,634	0,00%	0,167	2,32	2,08	-0,67	4,93	3,64	30,46%	15,52%	1,61	8,93%	7,10%	87.972.900	12.395.700.000	0,55	6,00%	2,10	4.053.470.000
POMO3	4,88	4,62	1,38	0,645	12,09%	0,587	2,15	3,96	18,43	4,79	4,28	16,28%	14,22%	1,84	20,99%	29,80%	2.613.160	4.026.610.000	0,81	27,04%	0,74	5.545.000.000
BALM3	15,00	4,65	0,83	0,756	4,78%	0,513	1,07	5,11	1,47	3,02	2,58	14,79%	15,05%	2,83	14,80%	17,76%	825	177.960.000	0,09	6,09%	-1,78	147.000.000
CSRN6	15,50	4,68	1,67	0,678	16,69%	0,436	6,19	2,65	-0,84	5,25	4,43	25,55%	14,49%	1,47	18,49%	35,68%	0	1.561.000.000	1,86	6,59%	2,19	2.605.150.000
EALT4	13,89	4,70	1,06	0,554	3,66%	0,505	8,73	3,37	-5,52	4,53	3,60	16,44%	11,79%	1,16	16,13%	22,51%	147.404	295.589.000	0,41	20,47%	0,93	312.525.000
CPFP4	44,00	4,70	3,65	0,396	0,00%	0,292	-4,12	2,10	-0,46	5,58	4,87	18,83%	8,42%	0,80	15,82%	77,57%	0	640.372.000	6,65	7,78%	3,04	2.336.260.000
BPAR3	182,07	4,71	0,82	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	17,47%	0	2.106.280.000	0,00	9,94%	""	1.733.670.000
VCPA4	26,01	4,72	1,02	0,789	0,00%	0,353	3,76	2,01	-1,00	4,05	2,99	39,18%	16,75%	1,46	22,95%	21,57%	0	14.149.000.000	1,46	22,71%	1,50	14.402.600.000
EALT3	14,00	4,73	1,07	0,558	3,30%	0,509	8,80	3,39	-5,57	4,56	3,62	16,44%	11,79%	1,16	16,13%	22,51%	12.307	295.589.000	0,41	20,47%	0,93	315.000.000
LOGG3	18,54	4,74	0,45	7,413	9,26%	0,240	4,28	10,30	-0,84	21,94	21,18	71,94%	156,72%	1,45	2,44%	9,58%	5.191.820	3.586.010.000	0,58	13,52%	11,24	1.628.910.000
VALE5	33,36	4,79	0,73	0,735	0,00%	0,305	62,55	2,12	-0,76	3,04	2,46	34,61%	14,77%	1,03	16,24%	15,28%	0	206.772.000.000	0,46	-3,62%	0,74	151.421.000.000
BRSR6	10,76	4,81	0,42	0,000	10,16%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	8,80%	17.792.700	10.410.000.000	0,00	4,22%	""	4.400.560.000
ENGI11	40,06	4,84	1,06	0,544	7,24%	0,238	5,45	2,81	-0,50	6,88	5,35	19,37%	13,75%	1,23	9,89%	21,93%	114.467.000	17.279.500.000	2,03	11,34%	3,17	18.342.900.000
BMEB4	35,33	4,92	1,77	0,000	6,30%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	36,02%	470.943	2.088.310.000	0,00	23,46%	""	3.703.710.000
NUTR3	3,84	4,95	1,13	0,254	0,00%	0,475	1,37	3,78	3,66	4,46	4,19	6,71%	5,13%	1,96	15,07%	22,76%	15.667	45.155.000	0,24	25,76%	0,63	50.857.000
CBEE3	8,80	4,99	0,40	0,383	0,00%	0,170	-1,51	2,91	-0,49	6,67	3,86	13,13%	7,67%	0,66	6,42%	7,94%	258	8.442.090.000	0,56	6,14%	2,18	3.344.350.000
ABCB4	20,14	5,07	0,77	0,000	8,17%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	15,21%	12.592.900	6.387.350.000	0,00	74,29%	""	4.927.390.000
MDNE3	15,03	5,07	0,83	0,813	4,32%	0,308	1,11	4,55	-1,90	4,93	4,75	17,88%	15,99%	2,46	7,89%	16,33%	6.495.160	1.540.280.000	0,33	33,05%	0,37	1.276.180.000
TKNO4	87,50	5,12	0,81	0,857	3,31%	0,630	1,51	5,19	1,65	3,38	2,95	16,50%	16,75%	3,26	17,91%	15,80%	13.454	318.980.000	0,01	9,28%	-1,58	257.950.000
CEEB5	36,00	5,22	1,27	0,571	6,97%	0,302	-28,85	2,27	-0,54	5,81	4,71	25,20%	10,94%	0,95	14,64%	24,35%	271	7.424.000.000	2,20	8,59%	2,88	9.435.460.000
VLID3	24,47	5,26	1,12	0,922	13,70%	0,680	1,98	5,11	4,65	5,07	4,00	18,04%	17,48%	2,88	18,20%	21,22%	10.998.300	1.794.710.000	0,33	2,55%	-0,03	2.002.530.000
BMGB4	3,84	5,33	0,52	0,000	9,64%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	9,75%	1.780.360	4.305.640.000	0,00	-5,54%	""	2.239.610.000
BRSR3	11,98	5,35	0,47	0,000	9,12%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	8,80%	52.151	10.410.000.000	0,00	4,22%	""	4.899.510.000
LAVV3	9,41	5,37	1,24	1,187	10,71%	0,532	0,88	5,50	2,00	5,14	5,12	21,58%	25,33%	4,93	12,79%	23,05%	4.263.330	1.485.860.000	0,44	39,31%	-0,36	1.839.030.000
CGRA3	27,06	5,39	0,59	0,775	9,93%	0,417	1,51	6,09	2,48	3,85	2,96	12,72%	14,36%	2,47	8,91%	10,98%	36.153	952.978.000	0,00	11,20%	-1,72	564.439.000
SBFG3	12,01	5,46	0,97	0,410	1,44%	0,328	1,77	4,93	-2,77	8,16	4,75	8,31%	7,49%	1,51	8,74%	17,80%	20.459.300	3.012.210.000	0,97	28,29%	1,88	2.930.600.000
CGRA4	27,52	5,49	0,60	0,788	9,76%	0,424	1,53	6,19	2,52	3,96	3,04	12,72%	14,36%	2,47	8,91%	10,98%	130.699	952.978.000	0,00	11,20%	-1,72	574.034.000
SAPR4	5,62	5,50	0,78	1,240	5,62%	0,414	5,87	3,67	-1,33	5,76	4,64	33,77%	22,57%	1,78	12,59%	14,27%	8.570.630	10.828.700.000	0,61	9,43%	1,68	8.492.980.000
SAPR11	28,28	5,53	0,79	1,248	5,48%	0,417	5,91	3,70	-1,34	5,78	4,66	33,77%	22,57%	1,78	12,59%	14,27%	23.891.300	10.828.700.000	0,61	9,43%	1,68	8.547.380.000
ELPL6	30,20	5,55	1,06	0,290	0,00%	0,206	-1,73	1,83	-0,36	3,91	2,96	15,88%	5,23%	0,65	13,30%	19,10%	0	5.629.270.000	1,39	5,07%	1,58	5.963.500.000
TECN3	5,70	5,57	0,88	0,902	4,24%	0,498	1,11	4,96	1,99	4,79	5,61	18,18%	16,20%	2,90	13,68%	15,80%	477.740	410.409.000	0,26	11,30%	-0,20	361.129.000
LUXM3	10,00	5,60	1,36	1,523	0,00%	0,998	-291,91	10,14	-7,14	9,87	5,51	15,02%	27,21%	0,97	10,65%	24,25%	0	153.119.000	0,03	5,88%	-0,15	207.840.000
ELPL5	30,50	5,60	1,07	0,293	0,00%	0,208	-1,74	1,85	-0,36	3,93	2,97	15,88%	5,23%	0,65	13,30%	19,10%	0	5.629.270.000	1,39	5,07%	1,58	6.022.740.000
BRAP3	16,99	5,60	0,79	0,000	12,26%	0,776	27,92	-254,08	28,17	-243,12	-243,12	0,00%	0,00%	2,97	-0,32%	14,05%	863.935	8.483.370.000	0,00	0,00%	10,95	6.678.720.000
SAPR3	5,74	5,61	0,80	1,267	5,00%	0,423	6,00	3,75	-1,36	5,84	4,70	33,77%	22,57%	1,78	12,59%	14,27%	1.161.640	10.828.700.000	0,61	9,43%	1,68	8.674.320.000
CSMG3	19,48	5,62	0,92	0,940	12,37%	0,478	10,10	3,44	-1,46	5,90	4,30	27,33%	16,72%	1,44	15,02%	16,36%	42.662.100	8.048.230.000	0,76	10,57%	1,79	7.407.330.000
CYRE3	24,17	5,63	1,04	1,165	2,57%	0,437	1,10	6,37	11,27	8,37	7,96	18,31%	17,29%	3,27	8,13%	18,54%	122.237.000	8.894.660.000	0,67	18,94%	1,91	9.281.280.000
BPIA3	6,10	5,64	1,06	0,000	0,00%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	18,84%	0	77.395.000	0,00	13,41%	""	82.276.800
CAMB3	10,20	5,64	1,53	0,985	7,50%	1,169	3,84	4,47	4,98	4,05	3,55	22,03%	17,45%	2,82	31,04%	27,17%	580.318	281.302.000	0,01	31,08%	-0,37	431.205.000
DSUL3	7,95	5,65	0,97	0,879	0,00%	0,721	1,93	2,37	2,70	1,27	1,27	37,13%	16,02%	3,50	48,91%	17,25%	0	236.447.000	0,01	36,69%	-1,09	230.351.000
HAGA4	1,22	5,66	-0,28	0,492	0,00%	0,222	0,43	-7,55	-0,25	6,06	13,28	-6,52%	8,68%	2,43	-10,94%	-5,00%	9.617	-51.312.400	-0,40	-3,82%	29,81	14.518.000
RANI3	7,26	5,72	1,27	1,070	9,78%	0,481	2,36	4,80	-1,70	7,78	5,06	22,30%	18,71%	2,49	12,62%	22,28%	5.052.890	1.366.540.000	1,23	9,51%	1,94	1.741.170.000
CMIG3	14,27	5,74	1,49	1,026	7,27%	0,684	-21,34	5,70	-2,03	7,10	5,96	17,98%	17,88%	0,86	13,14%	26,00%	3.203.620	27.377.800.000	0,45	10,56%	1,17	40.837.600.000
EUCA4	12,27	5,74	0,44	0,398	5,99%	0,249	1,65	2,91	-3,30	4,34	2,85	13,67%	6,93%	1,71	9,63%	7,70%	611.948	2.570.790.000	0,31	10,70%	0,94	1.136.440.000
MRFG3	18,70	5,74	5,68	0,108	16,00%	0,117	1,34	2,57	-0,26	9,50	4,41	4,19%	2,61%	1,28	6,60%	98,98%	113.513.000	2.824.140.000	23,38	22,38%	3,22	16.043.300.000
RNPT4	31,81	5,74	0,39	0,467	0,00%	0,379	57,01	56,10	57,01	56,05	56,05	0,83%	8,13%	1,38	0,68%	6,72%	0	63.944.000	0,00	4,85%	-0,05	24.684.600
RNPT3	31,87	5,75	0,39	0,468	0,00%	0,380	57,12	56,21	57,12	56,15	56,15	0,83%	8,13%	1,38	0,68%	6,72%	0	63.944.000	0,00	4,85%	-0,05	24.731.100
EQMA3B	25,99	5,76	1,04	0,687	9,16%	0,379	4,77	3,31	-1,13	5,62	4,54	20,74%	11,93%	1,36	14,23%	18,13%	7.163	4.088.220.000	1,12	9,18%	1,87	4.267.140.000
CEEB3	40,00	5,80	1,41	0,634	6,27%	0,335	-32,06	2,52	-0,60	6,06	4,92	25,20%	10,94%	0,95	14,64%	24,35%	11.038	7.424.000.000	2,20	8,59%	2,88	10.483.800.000
TPIS3	4,70	5,81	0,22	0,156	4,91%	0,075	-0,23	0,75	-0,13	5,77	3,45	20,72%	1,38%	0,21	10,44%	3,86%	156.779	923.024.000	1,55	6,24%	3,00	206.800.000
COCE6	35,00	5,86	0,53	0,323	0,00%	0,189	-1,05	2,00	-0,44	5,85	3,97	16,10%	5,51%	0,54	10,52%	9,05%	0	5.139.620.000	1,06	8,21%	2,61	2.724.920.000
POMO4	6,22	5,89	1,76	0,822	9,49%	0,749	2,74	5,05	23,50	5,88	5,25	16,28%	14,22%	1,84	20,99%	29,80%	100.820.000	4.026.610.000	0,81	27,04%	0,74	7.067.610.000
ISAE3	31,29	5,89	1,05	2,588	7,55%	0,476	4,41	4,56	-1,35	6,74	6,68	56,81%	44,60%	2,43	11,39%	17,75%	100.072	19.714.600.000	0,67	17,96%	2,16	20.616.500.000
WIZC3	5,94	5,93	1,74	0,755	4,15%	0,388	-3,93	1,50	-1,17	1,62	1,37	50,28%	23,61%	0,66	31,27%	29,30%	2.319.380	546.370.000	0,63	12,90%	0,10	949.848.000
DEXP3	7,84	5,94	0,90	0,473	6,08%	0,550	1,25	5,49	2,24	5,09	4,23	8,62%	8,46%	3,28	14,26%	15,16%	669.493	951.170.000	0,29	12,54%	-0,33	856.998.000
DEXP4	7,85	5,95	0,90	0,474	8,78%	0,551	1,25	5,50	2,24	5,10	4,24	8,62%	8,46%	3,28	14,26%	15,16%	23.542	951.170.000	0,29	12,54%	-0,33	858.091.000
BRAP4	18,05	5,95	0,84	0,000	12,69%	0,824	29,66	-269,93	29,93	-258,98	-258,98	0,00%	0,00%	2,97	-0,32%	14,05%	55.363.300	8.483.370.000	0,00	0,00%	10,95	7.095.400.000
GOAU4	9,24	5,98	0,46	0,138	5,02%	0,106	0,42	1,32	2,25	2,06	1,43	10,48%	6,88%	3,01	9,64%	7,71%	80.951.500	20.035.500.000	0,68	7,49%	0,52	9.237.280.000
GOAU3	9,34	6,04	0,47	0,139	4,97%	0,107	0,43	1,33	2,27	2,08	1,44	10,48%	6,88%	3,01	9,64%	7,71%	406.113	20.035.500.000	0,68	7,49%	0,52	9.337.250.000
TIET11	17,44	6,09	3,13	3,010	0,00%	0,638	1.434,52	5,02	-1,05	8,78	6,62	59,93%	49,91%	1,00	13,97%	51,45%	0	2.222.740.000	2,67	7,76%	2,83	6.960.420.000
TIET3	3,49	6,09	3,13	3,012	0,00%	0,638	1.435,34	5,03	-1,05	8,78	6,63	59,93%	49,91%	1,00	13,97%	51,45%	0	2.222.740.000	2,67	7,76%	2,83	6.964.410.000
TIET4	3,51	6,13	3,15	3,029	0,00%	0,642	1.443,57	5,06	-1,05	8,81	6,65	59,93%	49,91%	1,00	13,97%	51,45%	0	2.222.740.000	2,67	7,76%	2,83	7.004.320.000
ENBR3	24,08	6,13	1,21	0,802	0,00%	0,362	2,28	3,60	-2,02	5,89	4,93	22,29%	14,15%	1,48	11,87%	19,80%	0	11.521.400.000	1,14	2,48%	1,92	13.994.500.000
BOBR4	1,74	6,22	480,18	0,294	0,00%	0,492	-26,85	2,22	-1,07	3,51	3,09	13,24%	4,73%	0,97	33,33%	7.721,50%	212.968	944.000	400,27	10,55%	1,13	453.287.000
BBDC3	11,23	6,23	0,74	0,000	10,76%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	11,89%	91.591.700	160.487.000.000	0,00	-7,66%	""	118.948.000.000
ESTC11	23,50	6,29	0,69	0,401	0,00%	0,216	1,99	2,48	-0,50	7,73	3,96	16,21%	6,38%	1,75	10,05%	10,92%	0	3.124.960.000	1,79	8,50%	2,69	2.147.030.000
AVLL3	2,13	6,29	-6,95	0,613	0,00%	0,305	-4,12	2,26	-0,48	4,35	4,31	27,12%	12,55%	0,84	17,60%	-110,56%	9.548	-59.826.000	-10,41	40,29%	2,07	416.053.000
SMTO3	20,73	6,39	1,06	0,878	6,68%	0,309	1,62	5,91	-0,84	12,83	3,95	14,86%	13,75%	2,27	6,28%	16,56%	29.603.200	6.516.220.000	1,74	14,54%	2,13	6.891.380.000
RAPT3	8,01	6,46	0,82	0,221	4,54%	0,171	0,62	1,84	-1,31	4,96	4,00	12,02%	5,80%	1,91	12,18%	12,65%	142.715	3.229.920.000	2,08	19,49%	2,52	2.637.940.000
MRSA5B	27,06	6,46	1,22	1,302	3,28%	0,444	4,61	3,66	-1,18	5,27	3,75	35,60%	20,15%	1,58	16,00%	18,96%	1.081	7.465.940.000	1,09	18,65%	1,14	9.145.660.000
MRSA5B	27,06	6,46	1,22	1,302	3,28%	0,444	4,61	3,66	-1,18	5,27	3,75	35,60%	20,15%	1,58	16,00%	18,96%	1.081	7.465.940.000	1,09	18,65%	1,14	9.145.660.000
MRSA6B	27,06	6,46	1,22	1,302	3,28%	0,444	4,61	3,66	-1,18	5,27	3,75	35,60%	20,15%	1,58	16,00%	18,96%	570	7.465.940.000	1,09	18,65%	1,14	9.145.660.000
MRSA6B	27,06	6,46	1,22	1,302	3,28%	0,444	4,61	3,66	-1,18	5,27	3,75	35,60%	20,15%	1,58	16,00%	18,96%	570	7.465.940.000	1,09	18,65%	1,14	9.145.660.000
WHRL3	3,95	6,53	2,21	0,459	9,61%	0,562	15,72	6,10	-15,06	3,75	3,01	7,53%	7,04%	1,05	38,32%	33,77%	14.288	2.691.020.000	0,41	7,01%	-1,88	5.936.010.000
LVTC3	2,98	6,60	0,28	0,226	0,00%	0,130	0,68	0,96	-1,29	0,44	0,22	23,40%	3,42%	1,76	15,75%	4,30%	96.480	665.846.000	0,00	1,41%	-0,26	189.115.000
CIQU4	12,49	6,63	1,05	0,413	0,00%	0,515	3,33	4,25	7,55	7,50	5,23	9,72%	6,22%	1,36	12,70%	15,87%	0	296.175.000	0,84	16,23%	2,27	311.601.000
CIQU3	12,49	6,63	1,05	0,413	0,00%	0,515	3,33	4,25	7,55	7,50	5,23	9,72%	6,22%	1,36	12,70%	15,87%	0	296.175.000	0,84	16,23%	2,27	311.601.000
KEPL3	7,39	6,67	1,79	0,826	11,42%	0,833	2,51	4,76	6,13	4,43	3,88	17,37%	12,39%	1,98	26,04%	26,89%	13.930.200	740.781.000	0,44	21,60%	-0,29	1.328.130.000
LUXM4	11,94	6,68	1,62	1,818	1,86%	1,191	-348,54	12,11	-8,53	11,83	6,61	15,02%	27,21%	0,97	10,65%	24,25%	9.883	153.119.000	0,03	5,88%	-0,15	248.161.000
BRSR5	15,00	6,70	0,59	0,000	7,41%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	8,80%	728	10.410.000.000	0,00	4,22%	""	6.134.610.000
BEES3	8,42	6,78	1,13	0,000	7,65%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	16,65%	111.450	2.357.210.000	0,00	11,63%	""	2.659.990.000
RAPT4	8,45	6,81	0,86	0,234	4,30%	0,180	0,65	1,94	-1,38	5,06	4,08	12,02%	5,80%	1,91	12,18%	12,65%	25.386.600	3.229.920.000	2,08	19,49%	2,52	2.782.850.000
TAEE3	11,29	6,89	1,68	3,138	8,48%	0,571	20,84	5,31	-1,11	9,42	9,32	59,15%	45,56%	1,23	11,29%	24,41%	792.747	6.939.500.000	1,41	0,54%	4,07	11.668.200.000
TAEE4	11,30	6,89	1,68	3,141	8,47%	0,572	20,86	5,31	-1,12	9,42	9,32	59,15%	45,56%	1,23	11,29%	24,41%	1.593.700	6.939.500.000	1,41	0,54%	4,07	11.678.500.000
GRND3	5,62	6,90	1,25	1,929	7,29%	1,127	1,94	9,91	1,96	7,81	6,90	19,45%	27,97%	7,10	15,65%	18,19%	8.897.120	4.040.950.000	0,02	7,15%	-1,86	5.070.140.000
PLPL3	11,64	6,90	2,80	0,917	8,64%	0,920	1,49	3,38	4,51	3,08	3,00	27,13%	15,08%	3,69	45,40%	40,58%	12.324.400	847.235.000	0,69	29,69%	-0,29	2.373.410.000
TRIS3	6,35	6,91	0,81	0,880	3,11%	0,389	0,66	6,57	1,67	8,52	7,49	13,39%	12,98%	4,74	7,19%	11,76%	2.866.290	1.459.010.000	0,56	12,24%	1,71	1.185.020.000
TAEE11	33,97	6,91	1,69	3,147	8,45%	0,573	20,90	5,32	-1,12	9,44	9,33	59,15%	45,56%	1,23	11,29%	24,41%	50.435.600	6.939.500.000	1,41	0,54%	4,07	11.702.600.000
BBDC4	12,46	6,92	0,82	0,000	10,67%	0,000	0,00	0,00	0,00	0,00	0,00	0,00%	0,00%	0,00	0,00%	11,89%	522.847.000	160.487.000.000	0,00	-7,66%	""	131.976.000.000
MYPK3	11,91	6,92	0,40	0,119	5,98%	0,115	0,59	1,79	-0,52	5,63	3,77	6,67%	2,48%	1,72	9,10%	5,81%	12.772.400	4.557.900.000	1,40	12,84%	2,57	1.830.810.000
ITSA4	9,44	6,93	1,13	12,431	9,39%	0,893	15,18	149,45	-14,40	155,51	55,60	8,32%	180,78%	2,17	0,64%	16,34%	314.187.000	90.443.000.000	0,12	5,89%	2,17	102.373.000.000
EQPA3	6,20	6,93	2,75	1,261	12,24%	0,768	5,61	4,66	-2,28	6,04	5,28	27,07%	18,19%	1,56	22,72%	39,61%	33.156	4.988.500.000	1,54	15,89%	1,21	13.696.300.000
NEOE3	20,82	6,95	0,77	0,516	3,23%	0,231	5,71	2,39	-0,49	6,63	5,21	21,56%	7,52%	1,22	10,82%	11,14%	27.663.000	32.638.000.000	1,61	9,19%	3,33	25.271.300.000
ITSA3	9,55	7,01	1,15	12,576	9,28%	0,904	15,36	151,19	-14,57	157,25	56,22	8,32%	180,78%	2,17	0,64%	16,34%	1.471.970	90.443.000.000	0,12	5,89%	2,17	103.566.000.000
GGBR3	15,62	7,02	0,55	0,478	5,25%	0,369	1,47	4,56	7,96	5,32	3,68	10,50%	6,86%	3,01	9,66%	7,88%	611.060	57.948.800.000	0,24	7,49%	0,53	32.063.400.000
WHRL4	4,25	7,03	2,37	0,494	9,82%	0,604	16,91	6,56	-16,21	4,21	3,38	7,53%	7,04%	1,05	38,32%	33,77%	38.104	2.691.020.000	0,41	7,01%	-1,88	6.386.840.000
SOND5	42,00	7,06	1,57	0,522	12,01%	0,889	3,04	4,09	5,80	2,86	2,38	12,74%	7,53%	2,00	31,46%	22,20%	744	65.923.000	0,05	34,09%	-1,03	103.236.000
ENGI3	11,69	7,06	1,55	0,794	4,96%	0,347	7,96	4,10	-0,72	8,17	6,36	19,37%	13,75%	1,23	9,89%	21,93%	120.479	17.279.500.000	2,03	11,34%	3,17	26.763.400.000
EUCA3	15,15	7,09	0,55	0,491	4,41%	0,307	2,03	3,59	-4,08	5,02	3,29	13,67%	6,93%	1,71	9,63%	7,70%	4.923	2.570.790.000	0,31	10,70%	0,94	1.403.180.000
